Protein,Distance Change [$\AA$],Comparison
"96.00
(T1082)",11.12806592963516,Exp-Af
"96.00
(T1082)",9.18228880164503,Exp-Af
"96.00
(T1082)",9.760907250666339,Exp-Af
"96.00
(T1082)",7.787699481642688,Exp-Af
"96.00
(T1082)",3.7917876530545787,Exp-Af
"96.00
(T1082)",12.107180419343608,Exp-Af
"96.00
(T1082)",1.5388619791575922,Exp-Af
"96.00
(T1082)",5.739938859461527,Exp-Af
"96.00
(T1082)",13.699207342401117,Exp-Af
"96.00
(T1082)",9.505589855676712,Exp-Af
"96.00
(T1082)",0.7818672603139012,Exp-Af
"96.00
(T1082)",1.692512255046001,Exp-Af
"96.00
(T1082)",14.125201131140923,Exp-Af
"96.00
(T1082)",0.9498816412114848,Exp-Af
"96.00
(T1082)",11.96941691471853,Exp-Af
"96.00
(T1082)",11.26651900465311,Exp-Af
"96.00
(T1082)",14.957491303970325,Exp-Af
"96.00
(T1082)",12.532411127349796,Exp-Af
"96.00
(T1082)",4.623437365769145,Exp-Af
"96.00
(T1082)",11.672753971286003,Exp-Af
"96.00
(T1082)",0.7475094468683778,Exp-Af
"96.00
(T1082)",9.69681860388275,Exp-Af
"96.00
(T1082)",0.010267441923910603,Exp-Af
"96.00
(T1082)",10.891072358997976,Exp-Af
"96.00
(T1082)",18.93462010538262,Exp-Af
"96.00
(T1082)",13.002691082196044,Exp-Af
"96.00
(T1082)",17.581571689015952,Exp-Af
"96.00
(T1082)",8.833138969084413,Exp-Af
"96.00
(T1082)",1.3203019813137167,Exp-Af
"96.00
(T1082)",1.2714950635067304,Exp-Af
"96.00
(T1082)",11.862273004872957,Exp-Af
"96.00
(T1082)",15.076243662529828,Exp-Af
"96.00
(T1082)",11.697609384182417,Exp-Af
"96.00
(T1082)",13.081887082137355,Exp-Af
"96.00
(T1082)",12.730547701419894,Exp-Af
"96.00
(T1082)",10.540456544117104,Exp-Af
"96.00
(T1082)",2.5607072339969044,Exp-Af
"96.00
(T1082)",15.043761192210994,Exp-Af
"96.00
(T1082)",1.8606420275484563,Exp-Af
"96.00
(T1082)",13.576813364220843,Exp-Af
"96.00
(T1082)",0.2532614383510339,Exp-Af
"96.00
(T1082)",12.556347101920526,Exp-Af
"96.00
(T1082)",8.371818314327307,Exp-Af
"96.00
(T1082)",9.183246341435495,Exp-Af
"96.00
(T1082)",13.532782520267265,Exp-Af
"96.00
(T1082)",12.259352414308433,Exp-Af
"96.00
(T1082)",3.4059171093680183,Exp-Af
"96.00
(T1082)",5.707282691414713,Exp-Af
"96.00
(T1082)",10.624615322175654,Exp-Af
"96.00
(T1082)",1.7940051866010194,Exp-Af
"96.00
(T1082)",0.039743721315309344,Exp-Exp
"96.00
(T1082)",0.0791581182007759,Exp-Exp
"96.00
(T1082)",0.06799208982645055,Exp-Exp
"96.00
(T1082)",0.027692650103641192,Exp-Exp
"96.00
(T1082)",0.0976026474300502,Exp-Exp
"96.00
(T1082)",0.11989131979405787,Exp-Exp
"96.00
(T1082)",0.6424340889237383,Exp-Exp
"96.00
(T1082)",0.36401823890547913,Exp-Exp
"96.00
(T1082)",14.199660048174518,Exp-Exp
"96.00
(T1082)",0.34751550431458966,Exp-Exp
"96.00
(T1082)",0.05357047693997874,Exp-Exp
"96.00
(T1082)",0.0067432475342679155,Exp-Exp
"96.00
(T1082)",0.0629386930035678,Exp-Exp
"96.00
(T1082)",0.3990741669472735,Exp-Exp
"96.00
(T1082)",0.09315782827606967,Exp-Exp
"96.00
(T1082)",0.6368152172491937,Exp-Exp
"96.00
(T1082)",17.19144294241514,Exp-Exp
"96.00
(T1082)",3.3410257752643364,Exp-Exp
"96.00
(T1082)",14.949666194929872,Exp-Exp
"96.00
(T1082)",9.911385912451966,Exp-Exp
"96.00
(T1082)",0.26788138483248725,Exp-Exp
"96.00
(T1082)",0.24628437499105083,Exp-Exp
"96.00
(T1082)",0.07491552743563012,Exp-Exp
"96.00
(T1082)",0.1819863786867506,Exp-Exp
"96.00
(T1082)",11.567977571450877,Exp-Exp
"96.00
(T1082)",0.28834675109983277,Exp-Exp
"96.00
(T1082)",11.077327392986586,Exp-Exp
"96.00
(T1082)",16.17295752865098,Exp-Exp
"96.00
(T1082)",7.573437119694997,Exp-Exp
"96.00
(T1082)",0.08157206844451759,Exp-Exp
"96.00
(T1082)",0.04873949260816701,Exp-Exp
"96.00
(T1082)",0.2639305270521728,Exp-Exp
"96.00
(T1082)",0.35964998631799183,Exp-Exp
"96.00
(T1082)",0.008623005057647681,Exp-Exp
"96.00
(T1082)",10.205969364444135,Exp-Exp
"96.00
(T1082)",0.043720588916790426,Exp-Exp
"96.00
(T1082)",5.64399263196651,Exp-Exp
"96.00
(T1082)",5.591908444695687,Exp-Exp
"96.00
(T1082)",0.8002230946606748,Exp-Exp
"96.00
(T1082)",0.9818805556343895,Exp-Exp
"96.00
(T1082)",0.6888048335360883,Exp-Exp
"96.00
(T1082)",1.2644861316577813,Exp-Exp
"96.00
(T1082)",0.21474548027029172,Exp-Exp
"96.00
(T1082)",0.4220664102338496,Exp-Exp
"96.00
(T1082)",10.026767328897206,Exp-Exp
"96.00
(T1082)",0.06383818884230319,Exp-Exp
"96.00
(T1082)",0.011000441596450194,Exp-Exp
"96.00
(T1082)",0.8335908850064686,Exp-Exp
"96.00
(T1082)",0.4027152713732214,Exp-Exp
"96.00
(T1082)",13.647514495443186,Exp-Exp
"96.00
(T1082)",0.1477067690709144,Exp-Exp
"96.00
(T1082)",1.6243478208826758,Exp-Exp
"96.00
(T1082)",9.223483219299276,Exp-Exp
"96.00
(T1082)",0.5954082833110768,Exp-Exp
"96.00
(T1082)",0.14098466480476723,Exp-Exp
"96.00
(T1082)",0.2173813636298645,Exp-Exp
"96.00
(T1082)",0.011589167574640236,Exp-Exp
"96.00
(T1082)",0.6206087180156215,Exp-Exp
"96.00
(T1082)",17.29503580519826,Exp-Exp
"96.00
(T1082)",0.07324937742604032,Exp-Exp
"96.00
(T1082)",0.9376470969111437,Exp-Exp
"96.00
(T1082)",0.008789283993729136,Exp-Exp
"96.00
(T1082)",0.0027988990192895358,Exp-Exp
"96.00
(T1082)",0.03448621808863539,Exp-Exp
"96.00
(T1082)",0.0820750405187134,Exp-Exp
"96.00
(T1082)",0.13066819166503763,Exp-Exp
"96.00
(T1082)",0.8490522032464813,Exp-Exp
"96.00
(T1082)",0.21266730335759831,Exp-Exp
"96.00
(T1082)",10.155509480366998,Exp-Exp
"96.00
(T1082)",16.82946228176335,Exp-Exp
"96.00
(T1082)",0.07009396167524073,Exp-Exp
"96.00
(T1082)",1.1655206061161794,Exp-Exp
"96.00
(T1082)",1.7393992717933449,Exp-Exp
"96.00
(T1082)",13.589433347880114,Exp-Exp
"96.00
(T1082)",0.7590999555904068,Exp-Exp
"96.00
(T1082)",0.25854782308493096,Exp-Exp
"96.00
(T1082)",0.015263065257859587,Exp-Exp
"96.00
(T1082)",0.0017364504222401322,Exp-Exp
"96.00
(T1082)",5.118634625359125,Exp-Exp
"96.00
(T1082)",1.2757991367511252,Exp-Exp
"96.00
(T1082)",0.8242252644336787,Exp-Exp
"96.00
(T1082)",0.27700097870038576,Exp-Exp
"96.00
(T1082)",0.21420595938198872,Exp-Exp
"96.00
(T1082)",0.4808577261933209,Exp-Exp
"96.00
(T1082)",0.17500175895498238,Exp-Exp
"96.00
(T1082)",1.3911103658664468,Exp-Exp
"96.00
(T1082)",9.958775239070755,Exp-Exp
"96.00
(T1082)",0.036145538738662,Exp-Exp
"96.00
(T1082)",0.08660220583360001,Exp-Exp
"96.00
(T1082)",0.7136995652124107,Exp-Exp
"96.00
(T1082)",0.23971881755051694,Exp-Exp
"96.00
(T1082)",13.283496256537708,Exp-Exp
"96.00
(T1082)",16.365485467062268,Exp-Exp
"96.00
(T1082)",1.2768323165680862,Exp-Exp
"96.00
(T1082)",9.169912742359298,Exp-Exp
"96.00
(T1082)",0.5886650357768088,Exp-Exp
"96.00
(T1082)",0.07804597180119943,Exp-Exp
"96.00
(T1082)",2.298745179292358,Exp-Exp
"96.00
(T1082)",0.1047469958507099,Exp-Exp
"96.00
(T1082)",0.016206499233572202,Exp-Exp
"96.00
(T1082)",1.8211449516931841,Exp-Exp
"96.00
(T1082)",2.315870925013649,Exp-Exp
"96.00
(T1082)",17.237211043656643,Exp-Exp
"96.00
(T1082)",10.072055882305442,Exp-Exp
"96.00
(T1082)",0.2706802838517768,Exp-Exp
"96.00
(T1082)",0.2807705930796862,Exp-Exp
"96.00
(T1082)",0.15699056795434352,Exp-Exp
"96.00
(T1082)",0.05131818702171298,Exp-Exp
"96.00
(T1082)",11.380096616861824,Exp-Exp
"96.00
(T1082)",0.07567944774223445,Exp-Exp
"96.00
(T1082)",0.6716104527328977,Exp-Exp
"96.00
(T1082)",0.34519417137041675,Exp-Exp
"96.00
(T1082)",10.418026558675422,Exp-Exp
"96.00
(T1082)",1.0839485376716618,Exp-Exp
"96.00
(T1082)",1.6906597791851778,Exp-Exp
"96.00
(T1082)",13.32550282082794,Exp-Exp
"96.00
(T1082)",0.39944996927241494,Exp-Exp
"96.00
(T1082)",0.26717082814257864,Exp-Exp
"96.00
(T1082)",10.130663399615802,Exp-Exp
"96.00
(T1082)",0.04545703933903056,Exp-Exp
"96.00
(T1082)",4.555458826556213,Exp-Exp
"96.00
(T1082)",4.459697950477231,Exp-Exp
"96.00
(T1082)",0.16719193912961927,Exp-Exp
"96.00
(T1082)",1.3184730022498163,Exp-Exp
"96.00
(T1082)",1.1600490534935473,Exp-Exp
"96.00
(T1082)",0.19322961672571637,Exp-Exp
"96.00
(T1082)",16.189078216556855,Af-Af
"96.00
(T1082)",0.05857274091268039,Af-Af
"96.00
(T1082)",0.9486134413323386,Af-Af
"96.00
(T1082)",0.028743320381133586,Af-Af
"96.00
(T1082)",16.10123041575018,Af-Af
"96.00
(T1082)",0.5134762824522281,Af-Af
"96.00
(T1082)",0.25521284217891704,Af-Af
"96.00
(T1082)",12.34292093154309,Af-Af
"96.00
(T1082)",9.301709257116277,Af-Af
"96.00
(T1082)",14.090948462631154,Af-Af
"96.00
(T1082)",0.07284988255094449,Af-Af
"96.00
(T1082)",6.720401253118867,Af-Af
"96.00
(T1082)",0.042569520094362545,Af-Af
"96.00
(T1082)",0.5263512626006501,Af-Af
"96.00
(T1082)",14.97007162436537,Af-Af
"96.00
(T1082)",0.011424022964234837,Af-Af
"96.00
(T1082)",19.61849440182973,Af-Af
"96.00
(T1082)",8.465367847244714,Af-Af
"96.00
(T1082)",17.00980103929769,Af-Af
"96.00
(T1082)",0.11413461911863809,Af-Af
"96.00
(T1082)",0.7227112088693777,Af-Af
"96.00
(T1082)",8.722006750805347,Af-Af
"96.00
(T1082)",0.8032849143010985,Af-Af
"96.00
(T1082)",10.209896585044735,Af-Af
"96.00
(T1082)",0.27934141038130544,Af-Af
"96.00
(T1082)",13.483069741067656,Af-Af
"96.00
(T1082)",0.7903666081586804,Af-Af
"96.00
(T1082)",11.862594669269004,Af-Af
"96.00
(T1082)",13.242409311975074,Af-Af
"96.00
(T1082)",8.223228855132371,Af-Af
"96.00
(T1082)",0.32204474665081495,Af-Af
"96.00
(T1082)",16.001327772455138,Af-Af
"96.00
(T1082)",0.2040838191022516,Af-Af
"96.00
(T1082)",0.023033433676113546,Af-Af
"96.00
(T1082)",0.34374798290967057,Af-Af
"96.00
(T1082)",0.0001954094062970313,Af-Af
"96.00
(T1082)",0.06550173409822868,Af-Af
"96.00
(T1082)",12.008637122465696,Af-Af
"96.00
(T1082)",0.41988663233681933,Af-Af
"96.00
(T1082)",0.5415588560497495,Af-Af
"96.00
(T1082)",0.2343535414800142,Af-Af
"96.00
(T1082)",11.917533441911033,Af-Af
"96.00
(T1082)",16.18451098965669,Af-Af
"96.00
(T1082)",6.505088295239819,Af-Af
"96.00
(T1082)",10.468436282895407,Af-Af
"96.00
(T1082)",14.241199532171633,Af-Af
"96.00
(T1082)",16.09715519758454,Af-Af
"96.00
(T1082)",18.531742985845703,Af-Af
"96.00
(T1082)",0.5275731567182556,Af-Af
"96.00
(T1082)",12.460883693535205,Af-Af
"96.00
(T1082)",10.332077899383815,Af-Af
"96.00
(T1082)",0.13539255118442162,Af-Af
"96.00
(T1082)",0.2003735303177483,Af-Af
"96.00
(T1082)",0.051795930138396784,Af-Af
"96.00
(T1082)",0.21738461955815636,Af-Af
"96.00
(T1082)",0.011498105081304555,Af-Af
"96.00
(T1082)",0.39308545892073177,Af-Af
"96.00
(T1082)",12.858874191961057,Af-Af
"96.00
(T1082)",15.323116186949125,Af-Af
"96.00
(T1082)",8.386483294904874,Af-Af
"96.00
(T1082)",3.6846538383809726,Af-Af
"96.00
(T1082)",0.08232994256186821,Af-Af
"96.00
(T1082)",15.3923126578479,Af-Af
"96.00
(T1082)",0.03088285570898819,Af-Af
"96.00
(T1082)",8.399609009492071,Af-Af
"96.00
(T1082)",0.05914969216509691,Af-Af
"96.00
(T1082)",10.517979211485681,Af-Af
"96.00
(T1082)",14.336311710668099,Af-Af
"96.00
(T1082)",1.1661960418019008,Af-Af
"96.00
(T1082)",0.005117668494175831,Af-Af
"96.00
(T1082)",11.856684188815812,Af-Af
"96.00
(T1082)",8.44529633622492,Af-Af
"96.00
(T1082)",0.30306223382200415,Af-Af
"96.00
(T1082)",0.21410881047315655,Af-Af
"96.00
(T1082)",10.200088574009769,Af-Af
"96.00
(T1082)",2.5745567280829027,Af-Af
"96.00
(T1082)",10.310576037941637,Af-Af
"96.00
(T1082)",0.02498946156049975,Af-Af
"96.00
(T1082)",0.11189801196910398,Af-Af
"96.00
(T1082)",2.2052791762377417,Af-Af
"96.00
(T1082)",0.3912379566539492,Af-Af
"96.00
(T1082)",14.74712149798549,Af-Af
"96.00
(T1082)",10.737224176726368,Af-Af
"96.00
(T1082)",10.211689731688079,Af-Af
"96.00
(T1082)",0.0050680833750593735,Af-Af
"96.00
(T1082)",6.446515554327139,Af-Af
"96.00
(T1082)",14.74739277550329,Af-Af
"96.00
(T1082)",14.2124562117905,Af-Af
"96.00
(T1082)",0.0118871555366038,Af-Af
"96.00
(T1082)",18.018266703393476,Af-Af
"96.00
(T1082)",0.08106029640840262,Af-Af
"96.00
(T1082)",0.13565778301966613,Af-Af
"96.00
(T1082)",1.329884074696528,Af-Af
"96.00
(T1082)",13.050889941465929,Af-Af
"96.00
(T1082)",0.1275236477668038,Af-Af
"96.00
(T1082)",7.625251253225043,Af-Af
"96.00
(T1082)",0.2599541396525189,Af-Af
"96.00
(T1082)",0.5378493676819547,Af-Af
"96.00
(T1082)",16.19973539843245,Af-Af
"96.00
(T1082)",12.847450168996822,Af-Af
"96.00
(T1082)",12.93297802988533,Af-Af
"96.00
(T1082)",0.22462879806640146,Af-Af
"96.00
(T1082)",16.427369147355105,Af-Af
"96.00
(T1082)",0.018437298510147748,Af-Af
"96.00
(T1082)",16.115023866717276,Af-Af
"96.00
(T1082)",9.403902757792563,Af-Af
"96.00
(T1082)",7.596324095190972,Af-Af
"96.00
(T1082)",7.557110198232304,Af-Af
"96.00
(T1082)",10.797320621866987,Af-Af
"96.00
(T1082)",2.33595713088732,Af-Af
"96.00
(T1082)",4.287721660355613,Af-Af
"96.00
(T1082)",10.918240895367664,Af-Af
"96.00
(T1082)",0.2651696820208409,Af-Af
"96.00
(T1082)",0.20827369727524037,Af-Af
"96.00
(T1082)",0.018982512828810805,Af-Af
"96.00
(T1082)",12.677925665216854,Af-Af
"96.00
(T1082)",10.40417239311202,Af-Af
"96.00
(T1082)",2.5975901617590162,Af-Af
"96.00
(T1082)",9.966828055031968,Af-Af
"96.00
(T1082)",0.02518487096679678,Af-Af
"96.00
(T1082)",0.0463962778708753,Af-Af
"96.00
(T1082)",11.65982834386504,Af-Af
"96.00
(T1082)",0.019395151207111994,Af-Af
"96.00
(T1082)",15.288680354035238,Af-Af
"96.00
(T1082)",10.502870635246355,Af-Af
"96.00
(T1082)",1.1706509544465442,Af-Af
"61.11
(T1027)",11.738032069391174,Exp-Af
"61.11
(T1027)",18.25226712670085,Exp-Af
"61.11
(T1027)",10.009144717698213,Exp-Af
"61.11
(T1027)",10.967629276088372,Exp-Af
"61.11
(T1027)",13.794265851848902,Exp-Af
"61.11
(T1027)",15.780095962882497,Exp-Af
"61.11
(T1027)",11.433893231112076,Exp-Af
"61.11
(T1027)",12.529182886447362,Exp-Af
"61.11
(T1027)",9.122519966721441,Exp-Af
"61.11
(T1027)",12.28312503097117,Exp-Af
"61.11
(T1027)",10.901385100972526,Exp-Af
"61.11
(T1027)",12.607856618041698,Exp-Af
"61.11
(T1027)",10.603849165795685,Exp-Af
"61.11
(T1027)",10.695492355097777,Exp-Af
"61.11
(T1027)",13.130653638393772,Exp-Af
"61.11
(T1027)",10.19388273438959,Exp-Af
"61.11
(T1027)",9.697581340931245,Exp-Af
"61.11
(T1027)",17.879981156149043,Exp-Af
"61.11
(T1027)",12.284179324780993,Exp-Af
"61.11
(T1027)",17.55811510311201,Exp-Af
"61.11
(T1027)",15.836650338962183,Exp-Af
"61.11
(T1027)",20.591688967780176,Exp-Af
"61.11
(T1027)",12.416973187957794,Exp-Af
"61.11
(T1027)",10.615428694016513,Exp-Af
"61.11
(T1027)",15.872909310685468,Exp-Af
"61.11
(T1027)",14.744040619013319,Exp-Af
"61.11
(T1027)",8.335061667627713,Exp-Af
"61.11
(T1027)",15.532586172168859,Exp-Af
"61.11
(T1027)",9.035909873633365,Exp-Af
"61.11
(T1027)",8.06898162968201,Exp-Af
"61.11
(T1027)",13.616367231434552,Exp-Af
"61.11
(T1027)",12.34031626161255,Exp-Af
"61.11
(T1027)",11.4372329824205,Exp-Af
"61.11
(T1027)",12.605531868696714,Exp-Af
"61.11
(T1027)",10.7222427188046,Exp-Af
"61.11
(T1027)",9.463556759284572,Exp-Af
"61.11
(T1027)",18.750248024518207,Exp-Af
"61.11
(T1027)",13.08552153459485,Exp-Af
"61.11
(T1027)",16.96972023852156,Exp-Af
"61.11
(T1027)",17.416289465710232,Exp-Af
"61.11
(T1027)",6.694969325877622,Exp-Af
"61.11
(T1027)",9.849234221318028,Exp-Af
"61.11
(T1027)",9.73070214157347,Exp-Af
"61.11
(T1027)",20.769381189825065,Exp-Af
"61.11
(T1027)",8.434112188073826,Exp-Af
"61.11
(T1027)",14.381841506534112,Exp-Af
"61.11
(T1027)",7.444075430687495,Exp-Af
"61.11
(T1027)",17.23983962836342,Exp-Af
"61.11
(T1027)",11.452587284714433,Exp-Af
"61.11
(T1027)",10.350611292141283,Exp-Af
"61.11
(T1027)",8.732733961299928,Exp-Af
"61.11
(T1027)",14.635866835675408,Exp-Af
"61.11
(T1027)",12.541396854631255,Exp-Af
"61.11
(T1027)",14.10152587638822,Exp-Af
"61.11
(T1027)",2.1367477622567055,Exp-Af
"61.11
(T1027)",12.989463547973871,Exp-Af
"61.11
(T1027)",10.152672697064371,Exp-Af
"61.11
(T1027)",10.906069049828101,Exp-Af
"61.11
(T1027)",12.393535379318946,Exp-Af
"61.11
(T1027)",18.244741186147177,Exp-Af
"61.11
(T1027)",11.775335267085534,Exp-Af
"61.11
(T1027)",3.3791783255108694,Exp-Af
"61.11
(T1027)",15.828942944279259,Exp-Af
"61.11
(T1027)",16.940132864985927,Exp-Af
"61.11
(T1027)",12.22378072788864,Exp-Af
"61.11
(T1027)",12.598932460493021,Exp-Af
"61.11
(T1027)",7.232677209479073,Exp-Af
"61.11
(T1027)",10.295411822648376,Exp-Af
"61.11
(T1027)",16.204264284091213,Exp-Af
"61.11
(T1027)",15.122352018248176,Exp-Af
"61.11
(T1027)",11.37380545981824,Exp-Af
"61.11
(T1027)",12.850310787598335,Exp-Af
"61.11
(T1027)",9.410520709989047,Exp-Af
"61.11
(T1027)",12.419008330633948,Exp-Af
"61.11
(T1027)",18.6263954484754,Exp-Af
"61.11
(T1027)",13.034812124043224,Exp-Af
"61.11
(T1027)",12.641389700524105,Exp-Af
"61.11
(T1027)",9.638724307051678,Exp-Af
"61.11
(T1027)",12.436910975067935,Exp-Af
"61.11
(T1027)",11.798434882316243,Exp-Af
"61.11
(T1027)",10.198110929454412,Exp-Af
"61.11
(T1027)",17.120693731976946,Exp-Af
"61.11
(T1027)",14.762390895071238,Exp-Af
"61.11
(T1027)",8.3903225355891,Exp-Af
"61.11
(T1027)",9.654379581601788,Exp-Af
"61.11
(T1027)",15.540113200011735,Exp-Af
"61.11
(T1027)",9.06296372410173,Exp-Af
"61.11
(T1027)",10.472104916837866,Exp-Af
"61.11
(T1027)",2.509725660383043,Exp-Af
"61.11
(T1027)",13.682026683651456,Exp-Af
"61.11
(T1027)",12.207313937000855,Exp-Af
"61.11
(T1027)",12.054337817321116,Exp-Af
"61.11
(T1027)",8.70209893058259,Exp-Af
"61.11
(T1027)",14.151710300571565,Exp-Af
"61.11
(T1027)",14.17595862954383,Exp-Af
"61.11
(T1027)",13.157069590779937,Exp-Af
"61.11
(T1027)",10.772713497628864,Exp-Af
"61.11
(T1027)",13.18114296438366,Exp-Af
"61.11
(T1027)",13.536661432228776,Exp-Af
"61.11
(T1027)",9.183984767916932,Exp-Af
"61.11
(T1027)",11.41778091222138,Exp-Af
"61.11
(T1027)",9.103893907776929,Exp-Af
"61.11
(T1027)",7.982528347984772,Exp-Af
"61.11
(T1027)",13.331963306374742,Exp-Af
"61.11
(T1027)",14.887076384738803,Exp-Af
"61.11
(T1027)",15.112242275120536,Exp-Af
"61.11
(T1027)",12.28072348133065,Exp-Af
"61.11
(T1027)",12.131820628168978,Exp-Af
"61.11
(T1027)",7.837242636774963,Exp-Af
"61.11
(T1027)",15.034456520732562,Exp-Af
"61.11
(T1027)",20.00865656094407,Exp-Af
"61.11
(T1027)",15.74300445310125,Exp-Af
"61.11
(T1027)",12.869308052673059,Exp-Af
"61.11
(T1027)",13.35509655813941,Exp-Af
"61.11
(T1027)",13.608648631203199,Exp-Af
"61.11
(T1027)",10.245631540565121,Exp-Af
"61.11
(T1027)",18.43391535543269,Exp-Af
"61.11
(T1027)",11.347426059993763,Exp-Af
"61.11
(T1027)",11.362790240002134,Exp-Af
"61.11
(T1027)",12.127723128401149,Exp-Af
"61.11
(T1027)",12.477506119102367,Exp-Af
"61.11
(T1027)",12.682473114724182,Exp-Af
"61.11
(T1027)",16.905228807320853,Exp-Af
"61.11
(T1027)",16.723226274899744,Exp-Af
"61.11
(T1027)",17.55917940649435,Exp-Af
"61.11
(T1027)",9.474184586427173,Exp-Af
"61.11
(T1027)",1.3306676547356702,Exp-Exp
"61.11
(T1027)",0.1464618381619074,Exp-Exp
"61.11
(T1027)",0.5333870879325353,Exp-Exp
"61.11
(T1027)",0.3342615606575592,Exp-Exp
"61.11
(T1027)",0.8720391455830603,Exp-Exp
"61.11
(T1027)",0.04773814930412179,Exp-Exp
"61.11
(T1027)",0.20664416972055744,Exp-Exp
"61.11
(T1027)",0.24040152597692277,Exp-Exp
"61.11
(T1027)",0.017618616867145498,Exp-Exp
"61.11
(T1027)",0.14518366202314503,Exp-Exp
"61.11
(T1027)",0.1870253485302582,Exp-Exp
"61.11
(T1027)",0.1762160581802359,Exp-Exp
"61.11
(T1027)",0.0018442917201069164,Exp-Exp
"61.11
(T1027)",1.4248610588465676,Exp-Exp
"61.11
(T1027)",0.39714490715113815,Exp-Exp
"61.11
(T1027)",0.7418566593856664,Exp-Exp
"61.11
(T1027)",1.7379399278084104,Exp-Exp
"61.11
(T1027)",0.08200731494661806,Exp-Exp
"61.11
(T1027)",1.5063438365801387,Exp-Exp
"61.11
(T1027)",0.13164331755741276,Exp-Exp
"61.11
(T1027)",0.21960940918302363,Exp-Exp
"61.11
(T1027)",1.9070049765921109,Exp-Exp
"61.11
(T1027)",0.30005321492489045,Exp-Exp
